diversity_mode,user_id,algorithm,unique_solutions,avg_preference,avg_cost,avg_co2,avg_nutrient_penalty,avg_total_penalty,avg_constraint_compliance,avg_diversity,hypervolume
none,1,NSGA-II,44,70.12045454545455,20.39909090909091,37.22272727272727,0.07593632450366918,0.07593632450366918,3.659090909090909,8.659090909090908,135229.25600920038
none,1,SPEA2,36,69.24166666666666,18.40694444444445,39.083333333333336,0.1309896794368547,0.1309896794368547,3.3333333333333335,10.083333333333334,126241.695359864
none,2,NSGA-II,47,118.04042553191489,20.515106382978725,37.64468085106383,0.05297590830932898,0.05297590830932898,3.851063829787234,10.127659574468085,237645.83862974597
none,2,SPEA2,28,113.25357142857145,21.85571428571428,28.539285714285715,0.054633037773669915,0.054633037773669915,3.9642857142857144,11.571428571428571,190436.55987731967
penalty,1,NSGA-II,46,55.34782608695652,18.305434782608696,33.67173913043478,0.11031284643927122,0.22901666677352633,3.347826086956522,9.23913043478261,94613.7701038989
penalty,1,SPEA2,31,68.44193548387096,18.32161290322581,39.60967741935484,0.07135007810145595,0.17796228310075773,3.935483870967742,9.548387096774194,78251.65657816685
penalty,2,NSGA-II,42,125.57142857142857,22.211904761904762,32.280952380952385,0.04710298384319253,0.1496919953607755,3.857142857142857,10.5,278520.4848743391
penalty,2,SPEA2,29,117.28275862068965,22.21448275862069,32.54827586206897,0.09268620561205577,0.18882100950548036,3.3448275862068964,10.96551724137931,238356.23278815186
